NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,SUM(QTEPRD)
SKHIRA,SSP SUPER SANS PLOMB,JEBENIANA,19-Jun,SFAX,JBENIANA,3341.68,1670.84,2
GOULETTE,SSP SUPER SANS PLOMB,GAMMARTH,19-Aug,TUNIS,GAMMARTH,605752.257,1668.739,363
GOULETTE,GAZOIL SANS SOUFRE,MNIHLA,19-May,ARIANA,M'NIHLA,10900.799,1557.257,7
SKHIRA,GAZOIL SANS SOUFRE,DEGACHE,19-Aug,TOZEUR,DEGACHE,17105.484,1555.044,11
ZARZIS,SSP SUPER SANS PLOMB,JORF JERBA,19-Aug,MEDENINE,JORF,11681.173,1668.739,7
SKHIRA,SSP SUPER SANS PLOMB,HAJEB EL AYOUN,19-Aug,KAIROUAN,HAJEB EL AYOUN,126824.164,1668.739,76
GOULETTE,APG AGILIX PREMIUM GAS.,SOUSSE MED  ALI,19-Jun,SOUSSE,SOUSSE,6837.168,1709.292,4
GOULETTE,GAZOIL SANS SOUFRE,H.ZRIBA,19-Jun,ZAGHOUAN,HAMMAM ZRIBA,35770.911,1555.257,23
GOULETTE,GASOIL,JENDOUBA GP17,19-Aug,JENDOUBA,JENDOUBA,53238.92,1330.973,40
SKHIRA,GASOIL,EL BDERNA,19-Aug,SFAX,EL BDARNA,384651.197,1330.973,289
GOULETTE,GAZOIL SANS SOUFRE,H.ZRIBA,19-May,ZAGHOUAN,HAMMAM ZRIBA,7776.285,1555.257,5
GOULETTE,GAZOIL SANS SOUFRE,C.B.Ammar,19-May,ARIANA,CEBALET B AMMAR,9343.542,1557.257,6
GOULETTE,GAZOIL SANS SOUFRE,M. TEMIME,19-Sep,NABEUL,MENZEL TEMIME,96412.728,1555.044,62
ZARZIS,GAZOIL SANS SOUFRE,SIDGHEYNE,19-Aug,MEDENINE,HOUMT SOUK,9330.264,1555.044,6
GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,19-Jun,ARIANA,ARIANA,23706.969,1823.613,13
SKHIRA,GAZOIL SANS SOUFRE,MOULARES,19-Aug,GAFSA,MOULARES,38876.1,1555.044,25
SKHIRA,GAZOIL SANS SOUFRE,GROMBALIA,19-Jun,NABEUL,GROMBALIA,18687.084,1557.257,12
SKHIRA,GAZOIL SANS SOUFRE,EL GUETAR,19-Aug,GAFSA,EL GUETAR,65311.848,1555.044,42
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,ZARZOUNA,19-Aug,BIZERTE,ZARZOUNA,3643.024,1821.512,2
SKHIRA,APS AGILIX PREMIUM ESS.,EL JEM PK192,19-Aug,MAHDIA,EL JEM,14572.096,1821.512,8
GOULETTE,APG AGILIX PREMIUM GAS.,GRIAAT N. PK29,19-Jun,BEJA,MEDJEZ EL BAB,17092.92,1709.292,10
SKHIRA,APG AGILIX PREMIUM GAS.,EL JEM PK192,19-Aug,MAHDIA,EL JEM,3414.16,1707.08,2
SKHIRA,APG AGILIX PREMIUM GAS.,S. LAHED .S,19-Jun,SOUSSE,SOUSSE,6837.168,1709.292,4
SKHIRA,GAZOIL SANS SOUFRE,EL HANCHA,19-Jun,SFAX,HENCHA,7786.285,1557.257,5
GOULETTE,GASOIL,KEBILI (ex-GPL),19-Jun,KEBILI,KEBILI,9332.302,1333.186,7
GOULETTE,GASOIL,SOLIMAN,19-Mar,NABEUL,SOLIMAN,23850.89,1255.31,19
GOULETTE,APG AGILIX PREMIUM GAS.,GRIAAT S. PK29,19-Jun,BEJA,MEDJEZ EL BAB,17092.92,1709.292,10
SKHIRA,SSP SUPER SANS PLOMB,ZARZIS,19-Mar,MEDENINE,ZARZIS,14447.646,1605.294,9
SKHIRA,SSP SUPER SANS PLOMB,AV DE CARTHAGE,19-Mar,TUNIS,TUNIS VILLE,91501.758,1605.294,57
SKHIRA,SSP SUPER SANS PLOMB,EL ALA,19-Mar,KAIROUAN,EL ALA,6421.176,1605.294,4
SKHIRA,GASOIL,AV DE CARTHAGE,19-Mar,TUNIS,TUNIS VILLE,21340.27,1255.31,17
BIZERTE CARBURANT,GASOIL,SILIANA,19-Mar,SILIANA,SILIANA,7531.86,1255.31,6
SKHIRA,GAZOIL SANS SOUFRE,EL FAHS,19-Mar,ZAGHOUAN,EL FAHS,13394.07,1488.23,9
SKHIRA,GASOIL,AMDOUN,19-Mar,BEJA,AMDOUN,15063.72,1255.31,12
SKHIRA,GASOIL,JORF JERBA,19-Mar,MEDENINE,JORF,37659.3,1255.31,30
GOULETTE,SSP SUPER SANS PLOMB,FOUCHANA,19-Jul,BEN AROUS,FOUCHANA,205393.563,1669.866366,123
GOULETTE,GASOIL,KAIROUAN,19-Jul,KAIROUAN,KAIROUAN,189201.762,1332.406775,142
GOULETTE,GASOIL,BIR EL KASSA,19-Jul,BEN AROUS,BIR EL KASSAA,470260.578,1332.182941,353
GOULETTE,SSP SUPER SANS PLOMB,JELMA,19-Jun,SIDI BOUZID,JELMA,6683.36,1670.84,4
GOULETTE,GAZOIL SANS SOUFRE,KALAA EL KEBIRA,19-Jul,SOUSSE,KALAA KBIRA,91813.986,1556.169254,59
GOULETTE,GASOIL,SLOUGUIA,19-Jul,BEJA,SLOUGUIA,337010.581,1332.057632,253
GOULETTE,SSP SUPER SANS PLOMB,SORTIE SUD Z4,19-Jul,TUNIS,TUNIS VILLE,1110394.26,1669.765805,665
GOULETTE,GASOIL,AV REPUBLIQUE,19-Jul,TUNIS,TUNIS VILLE,145186.707,1331.988138,109
GOULETTE,GASOIL,GUEBELLAT,19-Jul,BEJA,GOUBELLAT,262462.815,1332.298553,197
GOULETTE,GAZOIL SANS SOUFRE,KONDAR,19-Jul,SOUSSE,KONDAR,43572.214,1556.1505,28
GOULETTE,GASOIL,KSOUR ESSEF 2,19-Jul,MAHDIA,KSOUR ESSAF,39995.58,1333.186,30
GOULETTE,GASOIL,BEN AROUS MC 34,19-Jul,BEN AROUS,BEN AROUS,333068.561,1332.274244,250
GOULETTE,GASOIL,RAS DJEBEL,19-Jul,BIZERTE,RAS DJEBEL,26663.72,1333.186,20
GOULETTE,SSP SUPER SANS PLOMB,S. KHELIFA pk72 ,19-Jul,SOUSSE,SIDI KHLIFA,562629.769,1669.524537,337
GOULETTE,GAZOIL SANS SOUFRE,BOUARGOUB,19-Jul,NABEUL,BOUARGOUB,59133.719,1556.1505,38
ZARZIS,SSP SUPER SANS PLOMB,ZARZIS,19-Jul,MEDENINE,ZARZIS,43425.032,1670.193538,26
ZARZIS,SSP SUPER SANS PLOMB,HOUMT SOUK,19-Jul,MEDENINE,HOUMT SOUK,98560.651,1670.519508,59
GOULETTE,SSP SUPER SANS PLOMB,BENI KHALLED,19-Jul,NABEUL,BENI-KHALED,130235.177,1669.681756,78
GOULETTE,GASOIL,GROMBALIA,19-Jul,NABEUL,GROMBALIA,333024.301,1332.097204,250
GOULETTE,GASOIL,GAFSA,19-Sep,GAFSA,GAFSA,9316.811,1330.973,7
GOULETTE,GASOIL,SIDI ALOUENE,19-Sep,MAHDIA,SIDI ALOUANE,7985.838,1330.973,6
GOULETTE,GASOIL,C.B.Ammar,19-Jul,ARIANA,CEBALET B AMMAR,295699.519,1331.979815,222
GOULETTE,SSP SUPER SANS PLOMB,REMADA,19-Jun,TATAOUINE,REMADA,10025.04,1670.84,6
GOULETTE,GAZOIL SANS SOUFRE,BERGES DU LAC,19-Jul,TUNIS,TUNIS VILLE,342353.11,1556.1505,220
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,RAF RAF,19-Oct,BIZERTE,RAF RAF,83436.95,1668.739,50
GOULETTE,GAZOIL SANS SOUFRE,ENNADHOUR,19-Jul,ZAGHOUAN,NADOUR,23347.79,1556.519333,15
SKHIRA,SSP SUPER SANS PLOMB,DOUZ*,19-Dec,KEBILI,DOUZ,38380.997,1668.739,23
SKHIRA,GAZOIL SANS SOUFRE,METLAOUI,19-Dec,GAFSA,METLAOUI,51316.452,1555.044,33
GOULETTE,GASOIL,REMADA,19-Jul,TATAOUINE,REMADA,3999.558,1333.186,3
GOULETTE,APG AGILIX PREMIUM GAS.,M. HAYET PK156,19-Oct,MONASTIR,MENZEL EL HAYET,15363.72,1707.08,9
GOULETTE,APS AGILIX PREMIUM ESS.,HERGLA,19-Jul,SOUSSE,HERGLA,14580.5,1822.5625,8
GOULETTE,GASOIL,METLAOUI,19-Jul,GAFSA,METLAOUI,21330.976,1333.186,16
GOULETTE,GAZOIL SANS SOUFRE,LE SERS,19-Jul,LE KEF,LE SERS,23338.938,1555.9292,15
GOULETTE,GAZOIL SANS SOUFRE,JENDOUBA GP17,19-Jul,JENDOUBA,JENDOUBA,40453.274,1555.895154,26
SKHIRA,GASOIL,REJICHE,19-Dec,MAHDIA,REJICHE,114463.678,1330.973,86
GOULETTE,GAZOIL SANS SOUFRE,BENI KHALLED,19-Aug,NABEUL,BENI-KHALED,52871.496,1555.044,34
GOULETTE,GASOIL,ZAGHOUAN,19-Oct,ZAGHOUAN,ZAGHOUAN,232920.275,1330.973,175
GOULETTE,SSP SUPER SANS PLOMB,ZAGHOUAN,19-Oct,ZAGHOUAN,ZAGHOUAN,155192.727,1668.739,93
SKHIRA,GASOIL,MEKNASSY,19-Jul,SIDI BOUZID,MEKNASSY,127877.419,1332.056448,96
SKHIRA,GASOIL,EL JEM,19-Jul,MAHDIA,EL JEM,673826.418,1331.672763,506
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,RAS DJEBEL,19-Jul,BIZERTE,RAS DJEBEL,175314.241,1669.659438,105
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,MATEUR,19-Jul,BIZERTE,MATEUR,133562.15,1669.526875,80
SKHIRA,GASOIL,M. HACHED,19-Jul,MAHDIA,MENZEL HACHED,81260.169,1332.133918,61
SKHIRA,GASOIL,BOUJARBOU,19-Jul,SFAX,BOUJARBOU,39953.533,1331.784433,30
SKHIRA,GAZOIL SANS SOUFRE,HAJEB EL AYOUN,19-Jul,KAIROUAN,HAJEB EL AYOUN,40466.552,1556.405846,26
SKHIRA,GAZOIL SANS SOUFRE,CHERARDA,19-Jul,KAIROUAN,CHERARDA,40457.7,1556.065385,26
SKHIRA,GASOIL,KEBILI,19-Jul,KEBILI,KEBILI,129217.244,1332.136536,97
SKHIRA,GASOIL,GAFSA,19-Jul,GAFSA,GAFSA,207788.911,1331.980199,156
SKHIRA,GAZOIL SANS SOUFRE,KSOUR ESSEF 2,19-Jul,MAHDIA,KSOUR ESSAF,60686.55,1556.065385,39
SKHIRA,SSP SUPER SANS PLOMB,JELMA,19-Jul,SIDI BOUZID,JELMA,68454.016,1669.610146,41
SKHIRA,GASOIL,CITE EL HABIB - SFAX GPL,19-Jul,SFAX,SFAX,163804.838,1331.74665,123
SKHIRA,GASOIL,MAHRES,19-Jul,SFAX,MAHRES,171815.019,1331.899372,129
SKHIRA,GASOIL,DOUZ*,19-Jul,KEBILI,DOUZ,30650,1332.608696,23
SKHIRA,GASOIL,MENZEL M'HIRI,19-Jul,KAIROUAN,MENZEL M'HIRI,82588.929,1332.0795,62
SKHIRA,GAZOIL SANS SOUFRE,EL HAMMA,19-Jul,GABES,EL HAMMA,88697.259,1556.092263,57
SKHIRA,GAZOIL SANS SOUFRE,GAFSA Rte DE TOZ.,19-Jul,GAFSA,GAFSA,37347.612,1556.1505,24
SKHIRA,GAZOIL SANS SOUFRE,S. LAHED .K,19-Jul,KEBILI,SOUK LAHAD,29576.818,1556.674632,19
SKHIRA,SSP SUPER SANS PLOMB,MAJEL B. ABBES,19-Jul,KASSERINE,MAGEL BEL ABBES,58449.986,1669.9996,35
SKHIRA,SSP SUPER SANS PLOMB,HAJEB EL AYOUN,19-Jul,KAIROUAN,HAJEB EL AYOUN,81822.837,1669.853816,49
SKHIRA,GAZOIL SANS SOUFRE,C.O. ASKAR,19-Jul,SIDI BOUZID,CABELET OUELED ASKER,38898.23,1555.9292,25
BIZERTE CARBURANT,GASOIL,SEJNENE,19-Jul,BIZERTE,SEJNENE,77260.611,1332.0795,58
SKHIRA,SSP SUPER SANS PLOMB,ESSAIDA,19-Jul,SIDI BOUZID,ESSAIDA,23377.053,1669.7895,14
SKHIRA,GAZOIL SANS SOUFRE,PORT DE SFAX,19-Jul,SFAX,SFAX,49790.177,1555.943031,32
SKHIRA,GASOIL,Rte SIDI MANSOUR,19-Jul,SFAX,SFAX,77249.546,1331.888724,58
SKHIRA,GASOIL,OULED CHAMEKH,19-Jul,MAHDIA,OULED CHAMEKH,167835.378,1332.02681,126
SKHIRA,SSP SUPER SANS PLOMB,EL HANCHA,19-Jul,SFAX,HENCHA,5012.52,1670.84,3
GOULETTE,SSP SUPER SANS PLOMB,ENNADHOUR,19-Aug,ZAGHOUAN,NADOUR,8343.695,1668.739,5
GOULETTE,GAZOIL SANS SOUFRE,NABEUL,19-Aug,NABEUL,NABEUL,116628.3,1555.044,75
BIZERTE CARBURANT,GASOIL,TAHLA,19-Aug,KASSERINE,THALA,13309.73,1330.973,10
SKHIRA,GAZOIL SANS SOUFRE,KSOUR ESSEF,19-Aug,MAHDIA,KSOUR ESSAF,3110.088,1555.044,2
SKHIRA,APS AGILIX PREMIUM ESS.,SFAX GP1,19-Jul,SFAX,SFAX,11422.275,1903.7125,6
GOULETTE,APS AGILIX PREMIUM ESS.,SOUSSE MED  ALI,19-Sep,SOUSSE,SOUSSE,10929.072,1821.512,6
BIZERTE CARBURANT,GASOIL,AV.BOUGATFA,19-Aug,TUNIS,LE BARDO,15971.676,1330.973,12
GOULETTE,GAZOIL SANS SOUFRE,KERKER,19-Jul,MAHDIA,KERKER,18660.528,1555.044,12
GOULETTE,GAZOIL SANS SOUFRE,ROUHIA,19-Jul,SILIANA,ROUHIA,4665.132,1555.044,3
GOULETTE,SSP SUPER SANS PLOMB,SBIBA,19-Jul,KASSERINE,SBIBA,5006.217,1668.739,3
SKHIRA,SSP SUPER SANS PLOMB,MEDNINE,19-Jul,MEDENINE,MEDENINE,66749.56,1668.739,40
GOULETTE,APG AGILIX PREMIUM GAS.,S. LAHED .S,19-Aug,SOUSSE,SOUSSE,6828.32,1707.08,4
SKHIRA,SSP SUPER SANS PLOMB,M. HAYET PK156,19-Aug,MONASTIR,MENZEL EL HAYET,58405.865,1668.739,35
SKHIRA,GAZOIL SANS SOUFRE,HASSI AMOR,19-Sep,MEDENINE,HASSI AMOR,10885.308,1555.044,7
GOULETTE,SSP SUPER SANS PLOMB,EL MOUROUJ,19-Sep,BEN AROUS,BIR EL KASSAA,362116.363,1668.739,217
GOULETTE,GAZOIL SANS SOUFRE,EL MOUROUJ,19-Sep,BEN AROUS,BIR EL KASSAA,150839.268,1555.044,97
ZARZIS,GAZOIL SANS SOUFRE,HASSI AMOR,19-Sep,MEDENINE,HASSI AMOR,37321.056,1555.044,24
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BORJ CEDRIA,19-Sep,BEN AROUS,BORJ CEDRIA,20024.868,1668.739,12
SKHIRA,GASOIL,M. HAYET PK156,19-Sep,MONASTIR,MENZEL EL HAYET,15971.676,1330.973,12
GOULETTE,GAZOIL SANS SOUFRE,TOUZA,19-Sep,MONASTIR,TOUZA,21770.616,1555.044,14
GOULETTE,GASOIL,FOUCHANA,19-Sep,BEN AROUS,FOUCHANA,358031.737,1330.973,269
GOULETTE,GAZOIL SANS SOUFRE,SIDI EL HENI,19-Sep,SOUSSE,SIDI EL HENI,20215.572,1555.044,13
SKHIRA,SSP SUPER SANS PLOMB,AV. HEDI SAIDI,19-Sep,TUNIS,TUNIS VILLE,40049.736,1668.739,24
BIZERTE CARBURANT,GASOIL,M. BOURGUIBA,19-Sep,BIZERTE,MENZEL BOURGUIBA,69848.65,1396.973,50
SKHIRA,SSP SUPER SANS PLOMB,NABEUL,19-Aug,NABEUL,NABEUL,20024.868,1668.739,12
SKHIRA,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,19-Sep,ARIANA,RAOUED,11681.173,1668.739,7
GOULETTE,APS AGILIX PREMIUM ESS.,BERGES DU LAC,19-Sep,TUNIS,TUNIS VILLE,20036.632,1821.512,11
GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,19-Sep,ARIANA,ARIANA,11949.56,1707.08,7
ZARZIS,GAZOIL SANS SOUFRE,OUEDHREF,19-Sep,GABES,OUEDHREF,4665.132,1555.044,3
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KAIROUAN,19-Aug,KAIROUAN,KAIROUAN,15018.651,1668.739,9
GOULETTE,GASOIL,GRIAAT S. PK29,19-Nov,BEJA,MEDJEZ EL BAB,103815.894,1330.973,78
GOULETTE,GAZOIL SANS SOUFRE,GRIAAT S. PK29,19-Nov,BEJA,MEDJEZ EL BAB,49761.408,1555.044,32
GOULETTE,APG AGILIX PREMIUM GAS.,KAIROUAN,19-Sep,KAIROUAN,KAIROUAN,6828.32,1707.08,4
ZARZIS,GAZOIL SANS SOUFRE,JORF JERBA,19-Oct,MEDENINE,JORF,27990.792,1555.044,18
ZARZIS,SSP SUPER SANS PLOMB,SFAX  PIC VILLE,19-Sep,SFAX,SFAX,10487.634,1747.939,6
ZARZIS,SSP SUPER SANS PLOMB,GAFSA,19-Sep,GAFSA,GAFSA,16687.39,1668.739,10
ZARZIS,SSP SUPER SANS PLOMB,Rte DE L'AEROPORT KM 9 ,19-Sep,SFAX,SFAX,6674.956,1668.739,4
GOULETTE,APS AGILIX PREMIUM ESS.,S. LAHED .S,19-Nov,SOUSSE,SOUSSE,9107.56,1821.512,5
SKHIRA,SSP SUPER SANS PLOMB,M. CHAKER,19-Oct,SFAX,MENZEL CHAKER,25031.085,1668.739,15
SKHIRA,GAZOIL SANS SOUFRE,KETTANA,19-Oct,GABES,KETTANA,15550.44,1555.044,10
GOULETTE,GAZOIL SANS SOUFRE,C.B.Ammar,19-Oct,ARIANA,CEBALET B AMMAR,87082.464,1555.044,56
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,19-Jul,SILIANA,BOUARADA,8343.695,1668.739,5
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,C.B.Ammar,19-Jul,ARIANA,CEBALET B AMMAR,11681.173,1668.739,7
SKHIRA,GASOIL,SFAX TENIOUR,19-Oct,SFAX,SFAX,118456.597,1330.973,89
SKHIRA,GASOIL,MOULARES,19-Oct,GAFSA,MOULARES,101153.948,1330.973,76
SKHIRA,GAZOIL SANS SOUFRE,REGUEB,19-Oct,SIDI BOUZID,ERREGUEB,26435.748,1555.044,17
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,ZARZOUNA,19-Nov,BIZERTE,ZARZOUNA,73087.068,1555.044,47
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,DAHMANI,19-Jul,LE KEF,DAHMANI,6674.956,1668.739,4
SKHIRA,SSP SUPER SANS PLOMB,SFAX GP1,19-Oct,SFAX,SFAX,148574.815,1747.939,85
SKHIRA,GAZOIL SANS SOUFRE,CITE EL MOEZ  SFAX,19-Oct,SFAX,SFAX,59091.672,1555.044,38
SKHIRA,GASOIL,METLAOUI,19-Oct,GAFSA,METLAOUI,127773.408,1330.973,96
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,EL MOUROUJ 3,19-Sep,BEN AROUS,BIR EL KASSAA,25031.085,1668.739,15
SKHIRA,SSP SUPER SANS PLOMB,B.A.B KHELIFA,19-Oct,SFAX,BIR ALI BEN KHELIFA,68418.299,1668.739,41
SKHIRA,GASOIL,CHERARDA,19-Oct,KAIROUAN,CHERARDA,166371.625,1330.973,125
SKHIRA,GAZOIL SANS SOUFRE,KASSERINE,19-Oct,KASSERINE,KASSERINE,76197.156,1555.044,49
SKHIRA,GASOIL,DOUZ*,19-Oct,KEBILI,DOUZ,45253.082,1330.973,34
SKHIRA,GASOIL,EL HANCHA,19-Oct,SFAX,HENCHA,54569.893,1330.973,41
SKHIRA,GAZOIL SANS SOUFRE,GABES GP1,19-Oct,GABES,GABES,118183.344,1555.044,76
SKHIRA,GAZOIL SANS SOUFRE,B.A.B KHELIFA,19-Oct,SFAX,BIR ALI BEN KHELIFA,57536.628,1555.044,37
SKHIRA,APG AGILIX PREMIUM GAS.,EL JEM PK192,19-Oct,MAHDIA,EL JEM,6828.32,1707.08,4
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,BERGES DU LAC,19-Nov,TUNIS,TUNIS VILLE,127513.608,1555.044,82
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,Rte de RAOUED,19-Nov,ARIANA,ARIANA,32655.924,1555.044,21
SKHIRA,GASOIL,M. HAYET PK156,19-Oct,MONASTIR,MENZEL EL HAYET,30612.379,1330.973,23
SKHIRA,SSP SUPER SANS PLOMB,BEN GUERDANE,19-Oct,MEDENINE,BEN GUERDENE,18356.129,1668.739,11
GOULETTE,APS AGILIX PREMIUM ESS.,GRIAAT S. PK29,19-Oct,BEJA,MEDJEZ EL BAB,9107.56,1821.512,5
SKHIRA,SSP SUPER SANS PLOMB,TATAOUINE,19-Oct,TATAOUINE,TATAOUINE,33374.78,1668.739,20
ZARZIS,SSP SUPER SANS PLOMB,BEN GUERDANE,19-Nov,MEDENINE,BEN GUERDENE,85105.689,1668.739,51
GOULETTE,GASOIL,AV DE CARTHAGE,19-Nov,TUNIS,TUNIS VILLE,97161.029,1330.973,73
GOULETTE,SSP SUPER SANS PLOMB,EL FAHS,19-Nov,ZAGHOUAN,EL FAHS,140174.076,1668.739,84
GOULETTE,APG AGILIX PREMIUM GAS.,S. KHELIFA pk72 ,19-Oct,SOUSSE,SIDI KHLIFA,5121.24,1707.08,3
GOULETTE,GAZOIL SANS SOUFRE,M. TEMIME,19-Nov,NABEUL,MENZEL TEMIME,79307.244,1555.044,51
GOULETTE,GASOIL,SOUSSE REPUB,19-Dec,SOUSSE,SOUSSE,74534.488,1330.973,56
GOULETTE,GASOIL,BEMBLA,19-Dec,MONASTIR,BEMBLA,212955.68,1330.973,160
GOULETTE,GASOIL,JEMMAL,19-Nov,MONASTIR,JAMMEL,397960.927,1330.973,299
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,ENTREE SUD,19-Nov,TUNIS,KABARIA,80862.288,1555.044,52
GOULETTE,GAZOIL SANS SOUFRE,EL MOUROUJ,19-Nov,BEN AROUS,BIR EL KASSAA,97967.772,1555.044,63
GOULETTE,SSP SUPER SANS PLOMB,GOULETTE,19-Nov,TUNIS,LA GOULETTE,203586.158,1668.739,122
GOULETTE,GAZOIL SANS SOUFRE,MORNAG,19-Nov,BEN AROUS,MORNAG,107298.036,1555.044,69
GOULETTE,SSP SUPER SANS PLOMB,BORJ EL AMRI,19-Nov,MANOUBA,BORJ EL AMRI,150186.51,1668.739,90
GOULETTE,GASOIL,GROMBALIA,19-Nov,NABEUL,GROMBALIA,303461.844,1330.973,228
GOULETTE,GAZOIL SANS SOUFRE,GROMBALIA,19-Nov,NABEUL,GROMBALIA,91747.596,1555.044,59
GOULETTE,SSP SUPER SANS PLOMB,ENNASR ARIANA,19-Dec,ARIANA,ENNASR,1196485.863,1668.739,717
GOULETTE,GAZOIL SANS SOUFRE,ENNASR ARIANA,19-Dec,ARIANA,ENNASR,209930.94,1555.044,135
SKHIRA,GAZOIL SANS SOUFRE,JORF JERBA,19-Oct,MEDENINE,JORF,12440.352,1555.044,8
SKHIRA,SSP SUPER SANS PLOMB,MEDNINE,19-Oct,MEDENINE,MEDENINE,8343.695,1668.739,5
GOULETTE,GAZOIL SANS SOUFRE,MEDJEZ EL BAB,19-Nov,BEJA,MEDJEZ EL BAB,66866.892,1555.044,43
GOULETTE,GASOIL,GOULETTE,19-Dec,TUNIS,LA GOULETTE,93168.11,1330.973,70
GOULETTE,GASOIL,MAAMOURA,19-Nov,NABEUL,MAAMOURA,109139.786,1330.973,82
GOULETTE,GAZOIL SANS SOUFRE,SORTIE SUD Z4,19-Nov,TUNIS,TUNIS VILLE,150839.268,1555.044,97
GOULETTE,SSP SUPER SANS PLOMB,TOUZA,19-Nov,MONASTIR,TOUZA,63412.082,1668.739,38
GOULETTE,GASOIL,AV MOHAMED 5,19-Nov,TUNIS,TUNIS VILLE,51907.947,1330.973,39
GOULETTE,GAZOIL SANS SOUFRE,FOUCHANA,19-Dec,BEN AROUS,FOUCHANA,83972.376,1555.044,54
GOULETTE,APS AGILIX PREMIUM ESS.,ENNASR ARIANA,19-Nov,ARIANA,ENNASR,51002.336,1821.512,28
GOULETTE,GASOIL,DOUALA,19-Nov,NABEUL,DOUALA,49246.001,1330.973,37
GOULETTE,GAZOIL SANS SOUFRE,TOZOGHRANE,19-Nov,NABEUL,TOZGRANE,10885.308,1555.044,7
GOULETTE,GASOIL,BORJ CEDRIA,19-Dec,BEN AROUS,BORJ CEDRIA,196984.004,1330.973,148
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,SIDI BOUSAID,19-Nov,TUNIS,SIDI BOUSAID,6220.176,1555.044,4
GOULETTE,GAZOIL SANS SOUFRE,MONASTIR,19-Dec,MONASTIR,MONASTIR,121293.432,1555.044,78
GOULETTE,GASOIL,KALAA EL KEBIRA,19-Dec,SOUSSE,KALAA KBIRA,661493.581,1330.973,497
GOULETTE,GASOIL,BEJA,19-Dec,BEJA,BEJA,267525.573,1330.973,201
GOULETTE,GAZOIL SANS SOUFRE,AMDOUN,19-Nov,BEJA,AMDOUN,9330.264,1555.044,6
GOULETTE,APS AGILIX PREMIUM ESS.,KANTAOUI,19-Nov,SOUSSE,HAMMAM SOUSSE,5464.536,1821.512,3
GOULETTE,GAZOIL SANS SOUFRE,SILIANA,19-Dec,SILIANA,SILIANA,83972.376,1555.044,54
GOULETTE,SSP SUPER SANS PLOMB,SILIANA,19-Dec,SILIANA,SILIANA,150186.51,1668.739,90
GOULETTE,GASOIL,SILIANA,19-Dec,SILIANA,SILIANA,459185.685,1330.973,345
GOULETTE,SSP SUPER SANS PLOMB,GAMMARTH,19-Dec,TUNIS,GAMMARTH,535665.219,1668.739,321
GOULETTE,GASOIL,JENDOUBA GP17,19-Dec,JENDOUBA,JENDOUBA,65217.677,1330.973,49
SKHIRA,GASOIL,OULED CHAMEKH,19-Nov,MAHDIA,OULED CHAMEKH,157054.814,1330.973,118
SKHIRA,SSP SUPER SANS PLOMB,GAFSA,19-Nov,GAFSA,GAFSA,277010.674,1668.739,166
SKHIRA,GAZOIL SANS SOUFRE,CHERARDA,19-Nov,KAIROUAN,CHERARDA,32655.924,1555.044,21
SKHIRA,SSP SUPER SANS PLOMB,JELMA,19-Nov,SIDI BOUZID,JELMA,61743.343,1668.739,37
SKHIRA,GAZOIL SANS SOUFRE,GABES GP1,19-Nov,GABES,GABES,125958.564,1555.044,81
SKHIRA,SSP SUPER SANS PLOMB,EL HAMMA,19-Nov,GABES,EL HAMMA,96786.862,1668.739,58
SKHIRA,SSP SUPER SANS PLOMB,KERKENNAH,19-Nov,SFAX,KERKENAH,225279.765,1668.739,135
SKHIRA,GASOIL,KETTANA,19-Nov,GABES,KETTANA,57231.839,1330.973,43
SKHIRA,GASOIL,EL FAOUR,19-Nov,KEBILI,ELFAOUAR,97161.029,1330.973,73
SKHIRA,GAZOIL SANS SOUFRE,SFAX  PIC VILLE,19-Nov,SFAX,SFAX,73027.98,1622.844,45
SKHIRA,GAZOIL SANS SOUFRE,MEKNASSY,19-Nov,SIDI BOUZID,MEKNASSY,37321.056,1555.044,24
SKHIRA,APS AGILIX PREMIUM ESS.,EL JEM PK192,19-Nov,MAHDIA,EL JEM,7286.048,1821.512,4
GOULETTE,SSP SUPER SANS PLOMB,KERKER,19-Dec,MAHDIA,KERKER,65080.821,1668.739,39
GOULETTE,SSP SUPER SANS PLOMB,BORJ EL AMRI,19-Dec,MANOUBA,BORJ EL AMRI,156861.466,1668.739,94
